Name,Model,Date,Clock Speed (MHz),Bus Width,Power Typ (W),Tech,Feature Size (um),Num Metal Layers,Num Transistors,Die Size,I $,D $,L2 $,L3$,Vdd,MIPS,Spec92,Spec92,Spec95,Spec95,Spec2000,Spec2000,Spec2006,Spec2006,SpecRate06,SpecRate06,Cycle in FO4,SpecInt2006 per MHz,Power Density (W/mm2),SpecAvg,SpecrAvg,Watts/Spec,Watts/SpecR,Watts/l^3*Spec,l^3*Spec^2/Watt,,SpecAvg*L,Watts/(V^2*L*Spec),Watts/(V^2*L*SpecR),NumChips,NumCores/Chip,ThreadPerCore,FO4,Performance,PerformanceR,IPC,IPCRate,,,,
,7140M (Tulsa),2006-08-01,3400,64,150,cmos,0.065,6,1300,435,12,16,2048,16384,1.35,,,,,,1736,2000,12,13,20,15,25,0.003529,0.34,12.650000,17.250000,11.8577075098814,8.69565217391304,674.653363102038,0.0187503697333333,,0.82225,100.096718454206,73.4042601997513,4,2,2,0.0000000000133075,16.8339875,0.0527711206896552,0.00495117279411765,0.0000155209178498986,,,,
Intel Core i7 (2009),975 XE (Nehalem-Bloomfield),2009-05-10,3333,64,130,cmos; high-K,0.045,9,731,263,128,128,1024,8192,0.8-1.375,,,,,,,,31.60,32.90,123.00,89.00,37,0.009481,0.49,32.250000,106.000000,4.03100775193798,1.22641509433962,691.187886134771,0.0466588038461538,,1.45125,#VALUE!,#VALUE!,1,4,2,8.50E-12,27.4125,0.342585551330798,0.00822457245724572,0.000102785943993639,,,,
Intel Atom (2008),Z series (Silverthorne ),2008-04-08,1600,32,2.4,cmos; high-K,0.045,9,47,26,32,24,512,,1.1,,,,,,653,582,4.18,3.46,,,77,0.002614,0.09,3.819470,0.000000,0.628359461968343,#DIV/0!,107.743391969881,0.0354496897528332,,0.171876141821258,11.5401186771046,#DIV/0!,1,1,2,0.000000000008415,3.21408385205752,0,0.00200880240753595,0,,,,
,N series (Diamondville),2008-06-08,1860,32,4,cmos; high-K,0.045,9,47,26,32,24,512,,1.16,,,,,,,,?,?,,,66,#VALUE!,0.15,#VALUE!,0.000000,#VALUE!,#DIV/0!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#DIV/0!,1,1,2,1.56E-011,#VALUE!,0,#VALUE!,0,,,,
,300 series (Dual Diamondville),2008-09-08,1860,32,8,cmos; high-K,0.045,9,94,52,64,48,1024,,1.16,,,,,,,,?,?,,,66,#VALUE!,0.15,#VALUE!,0.000000,#VALUE!,#DIV/0!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#DIV/0!,1,2,2,1.56E-011,#VALUE!,0,#VALUE!,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,,,,,0,#DIV/0!,#DIV/0!,#DIV/0!,,,,
Zylog Z80,,1976-07-01,2.5,8,0.8,nmos,?,2,0.0085,18,0,0,0,,5,,,,,,,,?,?,,,,,0.04,#VALUE!,0.000000,,#DIV/0!,,,,,#VALUE!,#VALUE!,,,,#N/A,#VALUE!,#N/A,#VALUE!,#N/A,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,,,,,0,#DIV/0!,#DIV/0!,#DIV/0!,,,,
Dec Alpha (2001-2003),21064,1992-10-01,200,64,35,cmos,0.68,3,1.7,234,8,8,0,,3.3,,106.5,200.4,,,28,32,0.18,0.19,,,20,0.000896,0.15,0.184269,0.000000,189.939461812349,#DIV/0!,9.43861976776521,0.0195229009209433,,0.125303082218445,25.6494708869914,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,21064A,1994-06-01,300,,28,cmos,0.5,4,2.8,?,16,16,0,,3.3,,201.5,366.5,,,53,58,0.34,0.35,,,19,0.001130,,0.342658,0.000000,81.714054758077,#DIV/0!,10.2142568447596,0.033547062341417,,0.171329155571198,15.0071725910151,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,21164,1995-03-01,300,64,50,cmos,0.5,4,9.67,299,8,8,96,,3.3,,341,513,8.5,12.7,90,96,0.58,0.57,,,19,0.001930,0.17,0.574958,0.000000,86.9628912115489,#DIV/0!,10.8703614014436,0.0528922511143152,,0.287478942474258,15.9711462280163,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,,1995-10-02,333,,50,,0.5,,,,,,,,3.3,,412,542,9.8,13.4,104,101,0.67,0.60,,,17,0.002005,,0.634967,0.000000,78.7442771806232,#DIV/0!,9.8430346475779,0.0645092495505207,,0.317483389207512,14.461758894513,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,21164A,1996-07-08,500,,43,,0.35,4,9.67,209,8,8,96,,2,,,,15,20.4,160,154,1.02,0.92,,,16,0.002043,0.21,0.969411,0.000000,44.3568430868099,#DIV/0!,16.1650302794497,0.0599696209297991,,0.339293758362062,31.6834593477214,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,,1997-03-31,600,,46,,0.35,,,209,,,,,2,,,,18.4,21.3,196,161,1.25,0.96,,,13,0.002089,0.22,1.105435,0.000000,41.6125752188071,#DIV/0!,15.1649326599151,0.0728941627894453,,0.38690227450099,29.7232680134336,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,21164PC,1997-03-17,533,,36,,0.35,4,3.5,138,16,8,0,,2.5,,,,14.3,17,152,129,0.97,0.76,,,15,0.001827,0.26,0.869145,0.000000,41.4200177320847,#DIV/0!,15.0947586487189,0.0575792557242528,,0.304200738915662,18.934865248953,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,21264,1998-07-01,500,64,91,cmos,0.35,6,15.2,314,64,64,0,,2.2,,,,,,311,422,1.99,2.51,,,16,0.003984,0.29,2.249101,0.000000,40.4606067509474,#DIV/0!,14.7451190783336,0.152531912961557,,0.787185426952458,23.8846556971354,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,21264A,1999-06-01,667,,73,,0.25,,,225,,,,,2.1,,,,40,84,444,577,2.84,3.43,,,17,0.004264,0.32,3.135304,0.000000,23.2832293296478,#DIV/0!,23.2832293296478,0.13465932356533,,0.783825977986708,21.1185753556896,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,21264B,2001-02-13,833,,65,,0.18,,,125,,,,,1.5,,,,50,100,571,784,3.66,4.66,,,19,0.004390,0.52,4.156706,0.000000,15.637382763706,#DIV/0!,41.8954227851348,0.0992162281052403,,0.748207048250775,38.6108216387802,#DIV/0!,,1,,0.000000000044475,18.4869491505296,0,0.0221932162671423,0,,,,
,21364 (EV7),2003-01-15,1150,64,155,cmos,0.18,7,152,397,64,64,1536,,1.5,,,,,,877,1482,5.62,8.80,,,27,0.004884,0.39,7.209377,0.000000,21.4997767615191,#DIV/0!,57.6018538921015,0.125158769983063,,1.29768789273832,53.0858685469608,#DIV/0!,,1,,0.000000000044475,32.0637050164093,0,0.0278814826229646,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,,,,,0,#DIV/0!,#DIV/0!,#DIV/0!,,,,
Cypress,CY7C601,1990-06-01,40,32,3,cmos,0.8,2,0.08,64,0,0,0,,5,,21.8,22.8,,,6,4,0.04,0.02,,,87,0.000917,0.05,0.029109,0.000000,103.060945051444,#DIV/0!,3.14517044224377,0.00925513906200725,,0.0232871918533448,5.1530472525722,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Fuji,MicroSparc,1991-06-01,50,32,4,cmos,0.8,2,?,225,4,2,0,,5,,26.4,21,,,7,3,0.04,0.02,,,69,0.000888,0.02,0.032127,0.000000,124.504603704261,#DIV/0!,3.79957897046696,0.0084554963369151,,0.0257018608532824,6.22523018521307,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Fuji,MicroSparc2,1994-06-01,85,32,?,cmos,0.5,3,2.3,233,16,8,0,,3.3,,65.3,54.6,,,17,9,0.11,0.05,,,65,0.001292,,0.080722,0.000000,,#VALUE!,,,,0.0403609457958195,0,#VALUE!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,,1995-06-01,110,,9,cmos,0.4,3,,233,,,,,3.3,,79,65,,,21,10,0.13,0.06,,,63,0.001208,0.04,0.097159,0.000000,92.6318242938467,#DIV/0!,22.6151914779899,0.00429617558914609,,0.038863533428642,21.2653407469804,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Ross,HyperSparc,1993-06-01,72,32,?,cmos,0.8,2,1.2,135,8,0,0,,5,,80,105,,,21,17,0.13,0.10,,,48,0.001869,,0.116901,0.000000,,#VALUE!,,,,0.0935210117060516,0,#VALUE!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,,1994-06-01,100,32,?,cmos,0.5,3,1.7,327,8,0,0,,3.3,,112,127,,,29,20,0.19,0.12,,,56,0.001884,,0.154211,0.000000,,#VALUE!,,,,0.0771055436588075,0,#VALUE!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,,1995-08-28,150,32,?,cmos,0.4,3,1.7,?,8,0,0,,3.3,,180,245,4.1,4.9,44,37,0.28,0.22,,,46,0.001862,,0.249777,0.000000,,#VALUE!,,,,0.099910805577304,0,#VALUE!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
HAL,Sparc64,1995-10-01,118,64,30,cmos,0.4,4,2.7,297,4,4,0,,3.3,,,,5.1,9.5,54,72,0.35,0.43,,,59,0.002944,0.10,0.387234,0.000000,77.4725914542098,#DIV/0!,18.9142068980004,0.020473167330753,,0.154893489100498,17.7852597461455,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Fujitsu,TurboSparc,1996-09-30,170,64,7,cmos,0.35,4,3,132,16,16,0,,3.3,,256,330,3.5,3,37,23,0.24,0.13,,,47,0.001402,0.05,0.186634,0.000000,37.5065175115496,#DIV/0!,13.6685559444423,0.013654275575173,,0.0653219803530295,9.84035616202273,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Fujitsu,Sparc64 GP,1999-04-01,272,64,50,cmos,0.4,4,2.7,240,4,4,0,,3.3,,,,17.6,27.1,187,205,1.20,1.22,,,26,0.004407,0.21,1.208563,0.000000,41.3714497635551,#DIV/0!,10.1004516024304,0.119654344618191,,0.48342516673463,9.4975779989796,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,,1998-05-05,360,64,25,,0.35,,,,,,,,2.6,,,,16.1,23.5,171,178,1.10,1.06,,,22,0.003046,,1.076556,0.000000,23.222203947593,#DIV/0!,8.46290231326277,0.127208826388954,,0.376794554890081,9.81496362958286,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,,1999-05-01,450,64,21,,0.25,,,126,,,,,1.9,,,,19.6,27.1,208,205,1.34,1.22,,,25,0.002967,0.17,1.276677,0.000000,16.4489528570901,#DIV/0!,16.4489528570901,0.077614485496881,,0.319169253241374,18.2259865452521,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Sun SuperSparc,SuperSparc,1992-06-01,60,32,14.2,cmos,0.6,3,3.1,256,20,16,0,,5,,89,103,,,23,16,0.15,0.10,,,77,0.002495,0.06,0.123526,0.000000,114.955761730479,#DIV/0!,8.31566563443857,0.0148545870253939,,0.074115467304507,7.66371744869859,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,SuperSparc II,1995-06-01,90,32,16,cmos,0.6,3,3.1,299,20,16,0,,3.3,,135,147,,,35,23,0.23,0.14,,,51,0.002523,0.05,0.183006,0.000000,87.4287036594872,#DIV/0!,6.32441432721985,0.0289364753307106,,0.109803755496474,13.3805790724651,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Sun UltraSparc,UltraSparc I,1995-11-07,200,64,30,cmos,0.4,4,5.2,265,16,16,0,,3.3,,322,462,7.8,11.4,83,86,0.53,0.51,,,35,0.002656,0.11,0.521896,0.000000,57.482682933902,#DIV/0!,14.0338581381597,0.0371883699344724,,0.208758523219915,13.1962082033751,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Sun,UltraSparc II,1997-01-22,250,64,25,cmos,0.35,5,5.4,149,16,16,0,,2.6,,,,10.4,15,111,114,0.71,0.67,,,32,0.002834,0.17,0.691366,0.000000,36.1602915731566,#DIV/0!,13.1779488240367,0.0524638633731599,,0.241978137324963,15.2833015947407,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Sun  UltraSparc III (2000),UltraSparc III,2000-09-27,900,64,70,cmos,0.18,7,29,210,64,32,0,,1.7,,,,,,467,482,2.99,2.86,,,17,0.003323,0.33,2.926858,0.000000,23.9164296446536,#DIV/0!,64.0765111793059,0.0456775536081881,,0.526834489395314,45.9754510662314,#DIV/0!,,1,,0.0000000000407625,11.930606041098,0,0.0132562289345534,0,,,,
Sun Niagara (2005),Niagara,2005-07-01,1400,64,72,cmos,0.09,,300,340,16,8,3072,,1.1,,,,,,,,?,?,,,44,#VALUE!,0.21,#VALUE!,0.000000,#VALUE!,#DIV/0!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#DIV/0!,1,8,8,0.0000000000210675,#VALUE!,0,#VALUE!,0,,,,
,Niagara 2,2007-07-01,1400,64,84,cmos,0.065,11,503,342,16,8,4096,,1.1,,,,,,,,?,?,,,61,#VALUE!,0.25,#VALUE!,0.000000,#VALUE!,#DIV/0!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#DIV/0!,1,8,8,0.000000000015825,#VALUE!,0,#VALUE!,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,,,,,0,#DIV/0!,#DIV/0!,#DIV/0!,,,,
Mips R2000,,1986-01-06,16,32,3,cmos,2,2,0.11,80,0,0,0,,5,,,,,,,,,,,,87,,0.04,0.000000,0.000000,,#DIV/0!,,,,,0,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Mips R3000,,1988-06-01,40,32,4,cmos,1.2,2,0.12,56,0,0,0,,5,,27.9,35.8,,,7,6,0.05,0.03,,,58,0.001173,0.07,0.040382,0.000000,99.0529824214538,#DIV/0!,0.895661371721769,0.0450867146595694,,0.0484589144381015,3.30176608071513,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Mips R4000,,1992-06-01,100,64,15,cmos,1,2,1.1,213,8,8,0,,5,,59,61,,,15,10,0.10,0.06,,,28,0.000992,,0.078447,0.000000,191.210920105179,#DIV/0!,2.98767062664343,0.0262570451167739,,0.0784474024378365,7.64843680420717,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Mips R4400,,1992-06-01,150,64,15,cmos,0.6,3,2.3,186,16,16,0,,3.3,,109,97,,,29,15,0.18,0.09,,,31,0.001222,0.08,0.137512,0.000000,109.081493659805,#DIV/0!,7.89073304830766,0.0174270080547356,,0.0825071210343754,16.6944434741055,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Mips R4400,,1994-05-01,200,64,?,cmos,0.5,,,148,,,,,,,146,143,,,38,23,0.25,0.14,,,28,0.001228,,0.190368,0.000000,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,0.095183917251145,#VALUE!,#VALUE!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Mips R4400,,1995-07-31,250,64,?,cmos,0.35,,,108,,,,,,,180,178,,,47,28,0.30,0.17,,,32,0.001211,,0.235503,0.000000,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,0.0824259557437896,#VALUE!,#VALUE!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Mips R4600,,1994-06-01,150,64,3,cmos,0.6,3,1.9,77,16,16,0,,3.3,,114,83,,,30,13,0.19,0.08,,,31,0.001278,0.04,0.135102,0.000000,22.2054918154746,#DIV/0!,1.60630004452218,0.0841073959119975,,0.0810610282788517,3.39845298675767,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Mips R5000,,1996-01-08,200,64,10,cmos,0.35,3,3.6,84,32,32,0,,3.3,,,,5.5,5.5,58,42,0.37,0.25,,,40,0.001873,0.12,0.310944,0.000000,32.1601530852184,#DIV/0!,11.7201724071495,0.0265306501220679,,0.10883032772654,8.43766314711226,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Mips R8000 int,,1994-06-07,75,64,30,cmos,0.7,3,2.6,298,16,16,0,,3.3,,,,,,,,,,,,53,0.000000,,0.000000,0.000000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,0,#DIV/0!,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Mips R8010 fp,,1994-06-07,75,64,?,cmos,0.7,3,0.8,298,16,16,0,,3.3,,,,,,,,,,,,53,0.000000,,0.000000,0.000000,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,0,#VALUE!,#VALUE!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Mips R10000,,1996-01-18,200,64,30,cmos,0.35,4,6.8,298,32,32,0,,3.3,,,,11.4,19.1,121,145,0.78,0.86,,,40,0.003883,0.10,0.817584,0.000000,36.6934898490743,#DIV/0!,13.3722630645315,0.0611402660825762,,0.286154302662081,9.62704705472237,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Mips R12000,,1998-11-24,300,64,30,cmos,0.25,4,6.9,204,32,32,0,,2.5,,,,18.4,34.4,196,260,1.25,1.55,,,37,0.004178,0.15,1.399899,0.000000,21.4301125406629,#DIV/0!,21.4301125406629,0.0653239369879385,,0.349974830312674,13.7152720260243,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Mips R12000A,,2000-07-01,400,64,?,cmos,0.18,,,106,32,32,0,,1.8,,,,,,353,407,,,,,39,0.000000,,0.000000,0.000000,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,0,#VALUE!,#VALUE!,,1,,0.00000000003929,0,0,0,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
HP PA-7000,,1991-06-01,66,32,?,cmos,1,2,0.58,196,0,0,0,,5,,51,82,,,13,13,0.09,0.08,,,42,0.001300,#VALUE!,0.081642,0.000000,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,0.0816421019641414,#VALUE!,#VALUE!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Hitachi harp-1,,1994-06-01,120,32,?,bicmos,0.5,4,2.8,267,8,16,0,,3.3,,70,120,,,18,19,0.12,0.11,,,46,0.000981,#VALUE!,0.115579,0.000000,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,0.0577893148792297,#VALUE!,#VALUE!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
HP PA-7100,,1992-06-01,100,32,10,cmos,0.8,3,0.85,202,0,0,0,,5,,124,159,,,33,25,0.21,0.15,,,35,0.002086,0.05,0.179425,0.000000,55.7336067533803,#DIV/0!,1.70085469828431,0.105491055330869,,0.143539965669184,2.78668033766902,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
HP PA-7150,,1994-06-04,125,32,10,cmos,0.8,3,0.85,196,0,0,0,,5,,149,201,5.2,4.6,55,35,0.35,0.21,,,28,0.002834,0.05,0.280496,0.000000,35.6510927926393,#DIV/0!,1.08798500954099,0.257812661221368,,0.224397048542975,1.78255463963197,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
HP PA-7200,,1994-06-01,120,32,30,cmos,0.55,3,1.26,210,0,2,0,,4.4,,,,6.4,9.1,68,69,0.44,0.41,,,42,0.003633,0.14,0.422517,0.000000,71.0031257054399,#DIV/0!,6.66821240659654,0.0633628001966173,,0.23238413571328,6.66821240659654,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
HP PA-7300LC,,1996-09-01,160,32,15,cmos,0.5,3,9,259,64,64,0,,3.3,,,,7.8,7.6,83,58,0.53,0.34,,,35,0.003321,0.06,0.436479,0.000000,34.3658990006181,#DIV/0!,4.29573737507726,0.101607514354375,,0.218239598500394,6.31145987155521,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
HP PA-8000,,1996-06-04,180,64,40,cmos,0.5,4,3.9,345,0,0,0,,3.3,,,,11.8,20.2,125,153,0.80,0.91,,,31,0.004465,0.12,0.855933,0.000000,46.7326545095818,#DIV/0!,5.84158181369772,0.146524104984778,,0.427966273473708,8.58267300451456,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
HP PA-8200,,1997-05-01,220,64,58,cmos,0.5,5,3.8,338,0,0,0,,3.3,,,,15.5,25,165,189,1.06,1.12,,,25,0.004799,0.17,1.089839,0.000000,53.2188737055202,#DIV/0!,6.65235921319003,0.163827431446003,,0.544919461476539,9.77389783388802,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
HP PA-8500,,1998-09-01,440,64,42,cmos,0.25,5,140,467,512,1024,0,,2,,,,31.8,47.2,338,357,2.17,2.12,,,25,0.004923,0.09,2.143985,0.000000,19.5896933099358,#DIV/0!,19.5896933099358,0.109444518936877,,0.53599614010672,19.5896933099358,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
HP PA-8600,,2000-11-01,552,64,53,cmos,0.25,5,140,467,512,1024,0,,2,,,,,,441,433,2.82,2.57,,,20,0.005117,0.11,2.698088,0.000000,19.6435387902785,#DIV/0!,19.6435387902785,0.137352450482313,,0.674522047247279,19.6435387902785,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
HP PA-8700 (2001),,2001-05-01,750,64,42,cmos,0.18,7,186,306,768,1536,0,,1.65,,,,,,603,581,3.86,3.45,,,21,0.005150,0.14,3.656376,0.000000,11.4867826987934,#DIV/0!,30.7752022751451,0.118809171920225,,0.658147733637735,23.4400218320444,#DIV/0!,,1,,0.0000000000407625,14.9043038846712,0,0.0198724051795616,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
Motorola,6800,,,8,,,,,0.0068,16,,,,,5,,,,,,,,,,,,,,,0.000000,0.000000,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,68000,1979-09-01,14,16,,,,,0.068,44,,,,,5,0.7,,,,,0.14,,0.00,0.00,,,,0.000062,,0.000436,0.000000,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
