Name,Model,Date,Clock Speed (MHz),Bus Width,Power Typ (W),Tech,Feature Size (um),Num Metal Layers,Num Transistors,Die Size,I $,D $,L2 $,L3$,Vdd,MIPS,Spec92,Spec92,Spec95,Spec95,Spec2000,Spec2000,Spec2006,Spec2006,SpecRate06,SpecRate06,Cycle in FO4,SpecInt2006 per MHz,Power Density (W/mm2),SpecAvg,SpecrAvg,Watts/Spec,Watts/SpecR,Watts/l^3*Spec,l^3*Spec^2/Watt,,SpecAvg*L,Watts/(V^2*L*Spec),Watts/(V^2*L*SpecR),NumChips,NumCores/Chip,ThreadPerCore,FO4,Performance,PerformanceR,IPC,IPCRate,,,,
,68010,1983-06-01,14,16,1.5,,,,0.068,44,,,,,5,1,,,,,0.19,,0.00,0.00,,,,0.000089,,0.000624,0.000000,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,68020,1982-06-01,25,32,0.72,cmos,1.5,2,0.19,85,0.25,0,0,,5,,,,,,,,,,,,74,,0.01,0.000000,0.000000,,#DIV/0!,,,,,0,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,68030,1987-06-01,50,32,,,1.2,2,0.27,102,0.25,0.25,0,,5,,,,,,,,,,,,46,,,0.000000,0.000000,,#DIV/0!,,,,,0,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,68040,1991-01-15,33,32,6,cmos,0.8,3,1.2,164,4,4,0,,5,,35,25,,,9,4,0.06,0.02,,,105,0.001784,0.04,0.041251,0.000000,,#DIV/0!,,,,,0,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,68060,1994-04-01,66,32,,cmos,0.5,3,2.4,198,8,8,0,,3.3,100,,,,,19.47,,0.12,0.00,,,84,0.001889,,0.062352,0.000000,,#DIV/0!,,,,,0,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,,,,,0,#DIV/0!,#DIV/0!,#DIV/0!,,,,
IBM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
IBM PowerPC,601,1993-04-01,66,32,6.5,cmos,0.6,4,2.8,121,32,,0,,3.6,,40,60,,,11,10,0.07,0.06,,,70,0.001019,0.05,0.061995,0.000000,104.847776466218,#DIV/0!,7.58447457076228,0.00817388705385853,,0.0371967831025638,13.4835103480218,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
IBM PowerPC,601v,1995-06-01,120,32,5.6,cmos,0.5,4,2.8,121,32,,0,,3.3,,105,125,,,28,20,0.18,0.12,,,46,0.001472,0.05,0.147379,0.000000,37.9973842520699,#DIV/0!,4.74967303150874,0.0310292024204752,,0.0736892829628783,6.97839931167492,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
IBM PowerPC,602,1995-02-01,66,32,1.2,cmos,0.5,4,1,50,4,4,0,,3.3,,40,60,,,11,10,0.07,0.06,,,84,0.001019,0.02,0.061995,0.000000,19.3565125783787,#DIV/0!,2.41956407229733,0.0256222346885033,,0.0309973192521365,3.5549150740824,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
IBM PowerPC,603,1993-09-01,80,32,2.2,cmos,0.5,4,1.6,83,8,8,0,,3.3,,75,85,,,20,14,0.13,0.08,,,69,0.001577,0.03,0.103245,0.000000,21.3084847288486,#DIV/0!,2.66356059110608,0.038762120968561,,0.0516226289197729,3.91340399060581,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
IBM PowerPC,603e,1995-10-01,100,32,3.5,cmos,0.5,4,2.6,98,16,16,0,,3.3,,120,105,,,32,17,0.20,0.10,,,56,0.002019,0.04,0.150544,0.000000,23.2490395026984,#DIV/0!,2.9061299378373,0.0518021756951941,,0.0752719268164556,4.2697960519189,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
IBM PowerPC,,1996-05-13,200,32,5.5,cmos,0.35,5,2.6,80,16,16,0,,2.5,,,,5.3,4,56,30,0.36,0.18,,,40,0.001805,0.07,0.270415,0.000000,20.3391006442489,#DIV/0!,7.41220868959508,0.0364823920289599,,0.0946452861249947,9.29787458022807,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
IBM PowerPC,,1997-04-04,300,32,3.5,cmos,0.25,5,2.6,42,16,16,0,,2.5,,,,7.4,6.1,79,46,0.50,0.27,,,37,0.001680,0.08,0.389139,0.000000,8.99421319035607,#DIV/0!,8.99421319035607,0.0432654962543047,,0.0972847742744421,5.75629644182789,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
IBM PowerPC,604,1994-12-01,100,32,14,cmos,0.5,4,3.6,197,16,16,0,,2.5,,,,3.6,3.2,38,24,0.25,0.14,,,56,0.002452,0.07,0.194536,0.000000,71.9662726447889,#DIV/0!,8.99578408059861,0.0216251935425752,,0.0972677859050809,23.0292072463324,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
IBM PowerPC,604e,1996-07-22,225,32,14,cmos,0.5,5,5.1,148,32,32,0,,2.5,,,,10.2,7.6,108,58,0.69,0.34,,,25,0.003088,0.09,0.518216,0.000000,27.0157559099515,#DIV/0!,3.37696948874393,0.153455965202767,,0.259108056177747,8.64504189118447,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
IBM PowerPC,,1997-08-01,350,32,8,cmos,0.25,,,47,32,32,0,,1.9,,,,14.6,9,155,68,0.99,0.40,,,32,0.002841,0.17,0.699537,0.000000,11.4361423867476,#DIV/0!,11.4361423867476,0.061168929359884,,0.174884146451135,12.6716259132937,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
IBM PowerPC,620,1995-07-01,133,64,30,cmos,0.5,4,7,311,32,32,0,,3.3,,225,300,6,6,64,45,0.41,0.27,,,42,0.003073,0.10,0.339211,0.000000,88.4404209843505,#DIV/0!,11.0550526230438,0.0306838350446777,,0.169605705547854,16.2425015581911,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
IBM PowerPC,630 (Power3),1998-10-01,200,64,?,cmos,0.25,5,,270,32,64,0,,2.5,,,,13.2,30.1,140,228,0.90,1.35,,,56,0.004496,,1.126146,0.000000,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,0.281536616676856,#VALUE!,#VALUE!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
IBM PowerPC,740 (G3),1997-08-04,266,32,8,cmos,0.29,5,6.4,67,32,32,0,,2.6,,,,11.5,6.9,122,52,0.78,0.31,,,36,0.002945,0.12,0.546756,0.000000,14.6317675054036,#DIV/0!,9.3739541298098,0.0583270982858624,,0.158559107718409,7.4636643059598,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
IBM PowerPC,750 (G3),1998-10-04,400,32,8,cmos,0.25,5,6.4,40,32,32,0,,2.6,,,,19.2,13.1,204,99,1.31,0.59,,,28,0.003269,0.20,0.948360,0.000000,8.43561895572609,#DIV/0!,8.43561895572609,0.112423235219955,,0.237089893521376,4.9914905063468,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
IBM PowerPC,7400 (G4),1999-08-05,500,32,6,cmos,0.22,6,10.5,83,32,32,0,,1.8,,,,21.4,20.4,228,154,1.46,0.92,,,25,0.002915,0.07,1.187376,0.000000,5.05315989143158,#DIV/0!,7.41506605030225,0.160130177901985,,0.261222686073771,7.0891693201902,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
IBM PowerPC (2001),7450 (G4),2001-07-18,733,32,23,cmos,0.18,6,33,106,32,32,256,,1.8,,,,32.1,23.9,341,181,2.19,1.07,,,21,0.002983,0.22,1.630460,0.000000,14.1064492223942,#DIV/0!,37.7937704217952,0.0431409699745881,,0.293482784698766,24.1880130699489,#DIV/0!,,1,,3.50E-11,5.70660970247601,0,0.00778527926667941,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,,,,,0,#DIV/0!,#DIV/0!,#DIV/0!,,,,
IBM-Power (2004-2007),Power5,2004-06-26,1900,64,100,cmos,0.13,6,276,389,64,32,3*640,36,1.2,,,,,,1398,2576,8.95,15.30,,,22,0.004713,0.26,12.126505,0.000000,8.2463993828629,#DIV/0!,58.6481521880896,0.206767035985712,,1.57644559721613,44.0512787546095,#DIV/0!,1,2,2,0.0000000000280775,34.0481932737198,0,0.0179201017230104,0,,,,
,Power6,2007-05-06,4700,64,100,cmos (SOI),0.065,10,790,341,64,64,4096,32,1.2,,,,,,,,17.80,18.70,,,18,0.003787,0.29,18.250000,0.000000,5.47945205479452,#DIV/0!,311.757627150348,0.058539065,,1.18625,58.5411544315654,#DIV/0!,1,2,,1.52E-11,27.74,0,0.00590212765957447,0,,,,
,Power7,2007-05-06,,64,,cmos (SOI),0.045,,1200,341,32,32,256,4096,,,,,,,,,,,,,#DIV/0!,#DIV/0!,0.00,0.000000,0.000000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,0,#DIV/0!,#DIV/0!,1,8,4,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,,,,,0,#DIV/0!,#DIV/0!,#DIV/0!,,,,
Cirix,486SLC,1992-01-06,33,32,?,cmos,?,?,0.6,108,1 u,,0,,5,,,,,,,,,,,,,,,0.000000,0.000000,,#VALUE!,,,,,#VALUE!,#VALUE!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,486DX,1993-01-06,100,32,?,cmos,?,?,1.1,196,8 u,,0,,5,,,,,,,,,,,,,,,0.000000,0.000000,,#VALUE!,,,,,#VALUE!,#VALUE!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,5x86,1995-06-01,120,32,3,cmos,0.65,3,2,144,16 u,,0,,3.3,,,,,,,,,,,,36,,0.02,0.000000,0.000000,,#DIV/0!,,,,,0,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,M1 (6x86),1996-02-05,120,32,12,cmos,0.65,5,3,210,16 u,,0,,3.3,,,,,,,,,,,,36,,0.06,0.000000,0.000000,,#DIV/0!,,,,,0,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,M2,1997-05-30,188,32,13,cmos,0.35,5,6.5,197,64 u,,0,,2.9,,,,5.1,2.7,54,20,0.35,0.12,,,42,0.001848,0.07,0.234382,0.000000,,#DIV/0!,,,,,0,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,III,2000-02-22,450,32,16,cmos,0.18,6,22,76,64 u,,256,,2.2,,,,,,,,,,,,34,,0.21,0.000000,0.000000,,#DIV/0!,,,,,0,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,,,,,0,#DIV/0!,#DIV/0!,#DIV/0!,,,,
NextGen,Nx586,1994-03-15,93,32,9,cmos,0.5,5,3.5,165,16,16,0,,4,,,,,,,,,,,,60,,0.05,0.000000,0.000000,,#DIV/0!,,,,,0,#DIV/0!,,,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,,,,,0,#DIV/0!,#DIV/0!,#DIV/0!,,,,
AMD,Am486,1993-03-01,40,32,3,cmos,0.5,3,0.93,89,8u,,0,,5,,,,,,,,,,,,139,,0.03,0.000000,0.000000,,#DIV/0!,,,,,0,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
AMD,K5,1996-03-27,90,32,11,cmos,0.5,3,4.3,251,16,8,0,,3.5,,,,,,,,,,,,62,,0.04,0.000000,0.000000,,#DIV/0!,,,,,0,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
AMD,K6,1997-04-02,233,32,17,cmos,0.35,5,8.8,157,32,32,0,,3.3,,,,6.8,3.8,72,29,0.46,0.17,,,34,0.001988,0.11,0.317005,0.000000,53.6269079926805,#DIV/0!,19.5433338165745,0.0162206223801223,,0.110951763260565,14.0697646576625,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
AMD,K6,1998-04-07,300,32,9.5,cmos,0.25,5,,68,32,32,0,,3.3,,,,8.1,4.9,86,37,0.55,0.22,,,37,0.001839,0.14,0.386005,0.000000,24.6110670202999,#DIV/0!,24.6110670202999,0.0156842125488794,,0.0965013015502753,9.03987769340677,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
AMD,K6-2,1998-05-28,333,32,11.4,cmos,0.25,5,9.3,81,32,32,0,,2.4,,,,9.5,6.5,101,49,0.65,0.29,,,33,0.001943,0.14,0.469650,0.000000,24.2733861462948,#DIV/0!,24.2733861462948,0.0193483583233849,,0.117412543220099,16.8565181571492,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
AMD,K6-2,1998-11-16,400,?,13.6,cmos,0.25,5,,81,,,,,2.4,,,,11.4,7.8,121,59,0.78,0.35,,,28,0.001941,0.17,0.563580,0.000000,24.1314365197083,#DIV/0!,24.1314365197083,0.0233546066350505,,0.140895051864119,16.7579420275752,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
AMD,K6-III,1999-02-22,450,32,17.1,cmos,0.25,5,21.3,135,32,32,256,,2.4,,,,15.3,10.5,163,79,1.04,0.47,,,25,0.002316,0.13,0.757094,0.000000,22.5863690828452,#DIV/0!,22.5863690828452,0.033519942818163,,0.189273450031725,15.6849785297536,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
AMD,K7,1999-06-23,600,32,45,cmos,0.25,6,22,184,64,64,0,,1.8,,,,27.5,22.2,292,168,1.87,1.00,,,19,0.003122,0.24,1.435585,0.000000,31.3461155536977,#DIV/0!,31.3461155536977,0.0457978460947264,,0.35889614394894,38.6989080909848,#DIV/0!,,1,,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
AMD K7 (1999),K7,1999-11-29,750,?,35,cmos,0.18,6,22,102,64,64,0,,1.8,,,,32.9,26.5,350,201,2.24,1.19,,,41,0.002988,0.34,1.716149,0.000000,20.3945014471941,#DIV/0!,54.6406181605638,0.0314079323720121,,0.308906791191346,34.9699956227608,#DIV/0!,,1,,0.00000000003929,6.7427487921711,0,rrr[["Performance"]][82],0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,,1,,,0,#DIV/0!,#DIV/0!,#DIV/0!,,,,
AMD Turion (2005-2007),Turion 64 X2 MT-40 (Lancaster),2005-08-08,2200,64,25,cmos,0.09,9,114,125,64,64,1024,,1.2,,,,,,1504.04,1589.91,9.32,8.42,,,28,0.004236,0.20,8.870000,0.000000,2.8184892897407,#DIV/0!,60.4100070674875,0.146829977856,,0.7983,21.7476025442955,#DIV/0!,1,1,1,1.80E-11,15.966,0,0.00725727272727273,0,,,,
,Turion 64 X2 TL-60 (Tyler),2007-06-01,2000,64,31,cmos (SOI),0.065,9,153.8,126,64,64,1024,,1.125,,,,,,,,7.70,7.18,15.00,13.00,43,0.000000,0.25,7.440000,14.000000,4.16666666666667,2.21428571428571,237.065695645577,0.0313837056,,0.4836,50.6489395378284,26.9162935829602,1,2,1,1.50E-11,11.16,0.166666666666667,0.00558,0.0000833333333333333,,,,
AMD Athlon Thunderbird (200-2001),Athlon Thunderbird,2000-05-06,1000,32,49,cmos,0.18,6,37,120,64,64,256,,1.8,,,,,,418,321,2.68,1.91,,,31,0.002677,0.41,2.291847,0.000000,21.3801364932571,#DIV/0!,57.281315621938,0.0400103750491882,,0.412532445842039,36.6600419980403,#DIV/0!,,1,,3.50E-11,8.02146422470632,0,0.00802146422470632,0,,,,
,Athlon Thunderbird,2001-06-06,1400,,56,,0.18,,,120,,,,,1.8,,,,,,554,458,3.55,2.72,,,22,0.002535,0.47,3.134206,0.000000,17.8673640645448,#DIV/0!,47.869952590623,0.0654733470512602,,0.564157083472781,30.6367696579987,#DIV/0!,,1,,3.50E-11,10.9697210675263,0,0.00783551504823307,0,,,,
AMD Athlon XP (2002-2003),Athlon XP Thoroughbred,2002-06-02,1800,,62,,0.13,,37.2,85,,,,,1.5,,,,,,738,624,4.73,3.71,,,24,0.002626,0.73,4.216400,0.000000,14.7044881764072,#DIV/0!,104.577891559564,0.0403182706086286,,0.548131965105182,50.2717544492554,#DIV/0!,,1,,0.0000000000191326923076923,8.06710787105246,0,0.00448172659502914,0,,,,
,Athlon XP Barton,2003-02-03,2160,,74,,0.13,,54.3,101,64,64,512,,1.5,,,,,,995.00,869.00,6.37,5.16,,,20,0.002950,0.73,5.766965,0.000000,12.8317057377562,#DIV/0!,91.2587174112156,0.0631935811593133,,0.749705471478664,43.8690794453204,#DIV/0!,,1,,0.0000000000191326923076923,11.0337570055344,0,0.00510822083589554,0,,,,
AMD Athlon 64 (2004-2006),Athlon 64 FX-55,2004-06-01,2600,,89,,0.13,,105.9,193,64,64,1024,,1.5,,,,,,1854,1782,11.87,10.58,,,16,0.004567,0.46,11.229051,0.000000,7.92587007684268,#DIV/0!,56.3685571008953,0.199207708415791,,1.45977664128062,27.0969917157015,#DIV/0!,,1,,0.0000000000191326923076923,21.4841979350605,0,0.00826315305194636,0,,,,
,Athlon 64 FX-57,2005-06-05,2800,,85,,0.09,,114,115,128,128,1024,,1.4,,,,,,1862.00,2086.00,11.93,12.39,,,22,0.004259,0.74,12.157400,0.000000,6.99162677240568,#DIV/0!,149.854826226116,0.0811278477370829,,1.09416595722654,39.6350724059279,#DIV/0!,,1,,1.60E-11,19.451839239583,0,0.00694708544270822,0,,,,
AMD Athlon 64 (2006),Athlon 64 FX-62(Windsor),2006-07-01,2800,64,125,cmos,0.09,9,243,220,64,64,1024*2,,1.35,,,,,,1839.00,1944.00,11.40,10.30,22.00,19.00,22,0.004071,0.57,10.850000,20.500000,11.5207373271889,6.09756097560976,246.929383727472,0.04393968768,,0.9765,70.2376913713698,37.1745829941153,1,2,1,1.60E-11,17.36,0.149090909090909,0.0062,0.0000532467532467532,,,,
,Athlon 64 5000+(Brisbane),2006-06-06,2600,64,65,cmos,0.065,9,154,126,64,64,512*2,,1.25,,,,,,1612.00,1652.00,10.32,9.81,,,33,0.003971,0.52,10.068016,0.000000,6.45608853696137,#DIV/0!,367.324108839404,0.0274090791795027,,0.654421012941768,63.567640979312,#DIV/0!,1,2,1,1.60E-11,16.1088249339512,0,0.00619570189767355,0,,,,
AMD Opteron (2003-2007),AMD Opteron,2003-04-03,1800,64,89,,0.13,,105.9,193,64,64,1024,,1.55,,,,,,1170.00,1219.00,7.49,7.24,,,24,0.004163,0.46,7.366725,0.000000,12.0813524374257,#DIV/0!,85.9222265975318,0.0857371277035308,,0.957674238867358,38.6819897140022,#DIV/0!,,1,,0.000000000024225,17.8458911050475,0,0.00991438394724861,0,,,,
,Opteron 8220 (Santa Rosa ),2007-02-02,2800,64,120,cmos,0.09,9,243,220,128,128,1024*2,,1.375,,,,,,1611.00,1996.00,10.50,12.80,23.50,22.50,22,0.003750,0.55,11.650000,23.000000,10.3004291845494,5.21739130434783,220.77394514209,0.052768908,,1.0485,60.5351210111257,30.6623547730267,4,2,1,1.60E-11,18.64,0.167272727272727,0.00665714285714286,0.0000597402597402597,,,,
,Opteron 8222 (Santa Rosa ),2007-04-02,3000,64,120,cmos,0.09,9,243,220,128,128,1024*2,,1.375,,,,,,,,11.20,13.00,25.50,23.75,21,0.003733,0.55,12.100000,24.625000,9.91735537190083,4.87309644670051,212.563343876475,0.056924208,,1.089,58.2838148578194,28.6389506509488,4,2,1,1.60E-11,19.36,0.179090909090909,0.00645333333333333,0.0000596969696969697,,,,
,Opteron 8350 (Barcelona),2007-09-02,2000,64,75,cmos (SOI),0.065,9,463,285,128,128,512,2048,1.2,,,,,,,,11.20,13.00,35.00,32.25,43,0.000000,0.26,12.100000,33.625000,6.19834710743802,2.23048327137546,352.659712530611,0.0343106954666667,,0.7865,66.221657130748,23.8299494805071,1,4,1,1.50E-11,18.15,0.176973684210526,0.009075,0.0000884868421052632,,,,
AMD Phenom (2007),Phenom 9750 (Barcelona),2007-09-02,2400,64,125,cmos (SOI),0.065,9,450,285,256,256,2048,2048,1.3,,,,,,,,12.60,14.20,42.00,35.00,36,0.000000,0.44,13.400000,38.500000,9.32835820895522,3.24675324675325,530.744094728904,0.02524757248,,0.871,84.9190551566247,29.556242573994,1,4,,1.50E-11,20.1,0.202631578947368,0.008375,0.0000844298245614035,,,,
AMD Phenom II (2009),Phenom II X4 955 BE (Deneb),2009-08-01,3200,64,125,cmos,0.045,,758,258,256,256,2048,6144,1.325,,,,,,,,18,18,52,42,39,0.005500,0.48,18.000000,47.000000,6.94444444444444,2.65957446808511,1190.74836153025,0.015116544,,0.81,87.9008829643694,33.664167943801,1,4,1,1.40E-011,25.254,0.255585271317829,0.007891875,0.0000798703972868217,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennard,,1985-10-01,16,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2009-06-01,533.333333333333,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,http://www.techpowerup.com/cpudb/index.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.00619981870923614,0.00559552779160159,0.89,0.50,0.00058,0.00076,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
